,tconst,title,runtime_minutes,genres,averagerating,numvotes,release_date,studio,domestic_gross,foreign_gross
16630,tt5052474,Sicario: Day of the Soldado,122.0,"Action,Crime,Drama",7.1,95650.0,2018-06-29,Sony,50100000.0,25800000
16666,tt5074352,Dangal,161.0,"Action,Biography,Drama",8.5,123638.0,2016-12-21,UTV,12400000.0,290500000
16679,tt5083738,The Favourite,119.0,"Biography,Drama,History",7.6,116011.0,2018-11-23,FoxS,34400000.0,61600000
16701,tt5095030,Ant-Man and the Wasp,118.0,"Action,Adventure,Comedy",7.1,244024.0,2018-07-06,BV,216600000.0,406000000
16742,tt5117670,Peter Rabbit,95.0,"Adventure,Animation,Comedy",6.6,27908.0,2018-02-09,Sony,115300000.0,236000000
16786,tt5140878,Annabelle: Creation,109.0,"Horror,Mystery,Thriller",6.5,90402.0,2017-08-11,WB (NL),102100000.0,204400000
16827,tt5164432,"Love, Simon",110.0,"Comedy,Drama,Romance",7.6,81575.0,2018-03-16,Fox,40800000.0,25500000
16846,tt5175450,Mark Felt: The Man Who Brought Down the White House,103.0,"Biography,Drama,History",6.4,9324.0,2017-09-29,SPC,769000.0,3600000
16905,tt5208216,Wonderstruck,116.0,"Drama,Mystery",6.2,8167.0,2017-10-20,RAtt.,1100000.0,2200000
16915,tt5220122,Hotel Transylvania 3: Summer Vacation,97.0,"Adventure,Animation,Comedy",6.3,42299.0,2018-06-30,Sony,167500000.0,361100000
16990,tt5269396,Sword Master,108.0,"Action,Drama",6.1,1805.0,2016-12-09,WGUSA,75500.0,14600000
16992,tt5270948,Chappaquiddick,106.0,"Drama,History,Thriller",6.5,9560.0,2018-04-06,ENTMP,17400000.0,591000
16994,tt5273624,Journey to the West: The Demons Strike Back,109.0,"Adventure,Comedy,Fantasy",5.4,2340.0,2017-02-03,Sony,880000.0,245700000
17030,tt5282006,The Duelist,109.0,"Action,Drama,Thriller",6.4,2487.0,2016-12-02,Sony,13500.0,6100000
17042,tt5294550,All the Money in the World,132.0,"Biography,Crime,Drama",6.8,60303.0,2017-12-25,TriS,25100000.0,31900000
17058,tt5308322,Happy Death Day,96.0,"Horror,Mystery,Thriller",6.5,87132.0,2017-10-13,Uni.,55700000.0,69800000
17062,tt5311514,Your Name.,106.0,"Animation,Drama,Fantasy",8.4,134084.0,2017-04-07,FUN,5000000.0,353000000
17079,tt5325452,Boo! A Madea Halloween,103.0,"Comedy,Drama,Horror",4.6,6867.0,2016-10-21,LGF,73200000.0,1600000
17178,tt5439796,Logan Lucky,118.0,"Comedy,Crime,Drama",7.0,105966.0,2017-08-18,BST,27800000.0,20700000
17215,tt5462602,The Big Sick,120.0,"Comedy,Drama,Romance",7.6,104008.0,2017-06-23,LGF,42900000.0,13500000
17217,tt5463162,Deadpool 2,119.0,"Action,Adventure,Comedy",7.8,391735.0,2018-05-10,Fox,318500000.0,460500000
17221,tt5466186,7 Days in Entebbe,107.0,"Action,Drama,History",5.8,10441.0,2018-03-16,Focus,3300000.0,5400000
17253,tt5503688,6 Below: Miracle on the Mountain,98.0,"Adventure,Biography,Drama",5.7,4931.0,2017-10-13,MOM,14800.0,1100000
17274,tt5523010,The Nutcracker and the Four Realms,99.0,"Adventure,Family,Fantasy",5.5,18734.0,2018-11-02,BV,54900000.0,119100000
17305,tt5544384,Sword Art Online: The Movie - Ordinal Scale,119.0,"Action,Adventure,Animation",7.4,4477.0,2017-03-09,Elev.,1500000.0,19200000
17333,tt5580036,"I, Tonya",120.0,"Biography,Comedy,Drama",7.5,141668.0,2017-12-08,Neon,30000000.0,23900000
17336,tt5580266,The Hate U Give,133.0,"Crime,Drama",7.3,17583.0,2018-10-19,Fox,29700000.0,5200000
17337,tt5580390,The Shape of Water,123.0,"Adventure,Drama,Fantasy",7.3,308112.0,2017-12-01,FoxS,63900000.0,131400000
17376,tt5606538,Confidential Assignment,125.0,Action,6.5,1828.0,2017-02-03,CJ,476000.0,55500000
17457,tt5664636,Goosebumps 2: Haunted Halloween,90.0,"Adventure,Comedy,Family",5.6,11459.0,2018-10-12,Sony,46700000.0,46600000
17470,tt5670152,Traffik,96.0,"Action,Crime,Drama",6.0,16662.0,2018-04-20,LGF,9200000.0,336000
17494,tt5690360,Slender Man,93.0,"Horror,Mystery,Thriller",3.2,19650.0,2018-08-10,SGem,30600000.0,21200000
17497,tt5691024,Show Dogs,92.0,"Adventure,Comedy,Family",3.7,3458.0,2018-05-18,Global Road,17900000.0,21300000
17531,tt5715410,The Son of Bigfoot,92.0,"Adventure,Animation,Comedy",6.1,4182.0,2017-07-27,VPD,289000.0,46800000
17543,tt5721088,Just Getting Started,91.0,"Action,Comedy",4.4,4829.0,2017-12-08,BG,6100000.0,1600000
17555,tt5726086,Insidious: The Last Key,103.0,"Horror,Mystery,Thriller",5.7,42154.0,2018-01-05,Uni.,67700000.0,100100000
17556,tt5726616,Call Me by Your Name,132.0,"Drama,Romance",7.9,153936.0,2017-11-24,SPC,18100000.0,23800000
17565,tt5734576,The Possession of Hannah Grace,86.0,"Horror,Mystery,Thriller",5.2,11629.0,2018-11-30,SGem,14800000.0,28200000
17567,tt5735464,Master,143.0,"Action,Crime",6.6,1519.0,2017-01-06,CJ,597000.0,51000000
17594,tt5758778,Skyscraper,102.0,"Action,Adventure,Thriller",5.8,81193.0,2018-07-13,Uni.,68400000.0,236400000
17609,tt5776858,Phantom Thread,130.0,"Drama,Romance",7.5,86061.0,2017-12-25,Focus,21200000.0,26600000
17666,tt5825380,Wonder Wheel,101.0,Drama,6.2,19782.0,2017-12-01,Amazon,1400000.0,14500000
17674,tt5834262,Hotel Artemis,94.0,"Action,Drama,Sci-Fi",6.1,30586.0,2018-06-08,Global Road,6700000.0,6000000
17691,tt5848272,Ralph Breaks the Internet,112.0,"Adventure,Animation,Comedy",7.1,85694.0,2018-11-21,BV,201100000.0,328100000
17727,tt5884230,Brad's Status,102.0,"Comedy,Drama,Music",6.5,13259.0,2017-09-15,Annapurna,2100000.0,1700000
17729,tt5886440,Marrowbone,110.0,"Drama,Horror,Thriller",6.6,16579.0,2018-04-13,Magn.,1400.0,12300000
17859,tt6000478,"Roman J. Israel, Esq.",122.0,"Crime,Drama,Thriller",6.4,23632.0,2017-11-17,Sony,12000000.0,1100000
17861,tt6003368,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family",4.4,5635.0,2017-05-19,Fox,20700000.0,19400000
17877,tt6018306,Last Flag Flying,125.0,"Comedy,Drama,War",6.9,18927.0,2017-11-03,LGF,965000.0,904000
17895,tt6040662,The Children Act,105.0,Drama,6.7,7289.0,2018-09-14,A24,548000.0,17000000
17901,tt6044910,Operation Mekong,124.0,"Action,Adventure,Crime",6.6,3352.0,2016-09-30,WGUSA,800000.0,172300000
17972,tt6108178,Disobedience,114.0,"Drama,Romance",6.6,18531.0,2016-04-29,BST,3500000.0,4400000
17980,tt6113488,The Case for Christ,112.0,"Biography,Drama",6.2,6495.0,2017-04-07,PFR,14700000.0,3000000
17998,tt6133466,The First Purge,98.0,"Action,Horror,Sci-Fi",5.1,41741.0,2018-07-04,Uni.,69500000.0,67500000
18046,tt6170484,Monster Hunt 2,110.0,"Adventure,Comedy,Sci-Fi",5.3,991.0,2018-02-14,LGF,706000.0,361000000
18052,tt6175078,Luck-Key,112.0,"Action,Comedy,Crime",6.9,1311.0,2016-10-21,JBG,467000.0,47700000
18058,tt6182908,Smallfoot,96.0,"Adventure,Animation,Comedy",6.7,23295.0,2018-09-28,WB,83200000.0,130900000
18139,tt6238896,Earth: One Amazing Day,95.0,"Documentary,Family",7.8,1908.0,2017-10-06,BBC,81300.0,11600000
18188,tt6288250,Patti Cake$,109.0,"Drama,Music",6.7,8581.0,2017-08-18,FoxS,800000.0,682000
18197,tt6294822,The Post,116.0,"Biography,Drama,History",7.2,108017.0,2017-12-22,Fox,81900000.0,97900000
18215,tt6322922,An Inconvenient Sequel: Truth to Power,98.0,Documentary,6.3,6752.0,2017-07-28,Par.,3500000.0,1900000
18218,tt6330052,Gauguin: Voyage to Tahiti,102.0,"Biography,Drama,Romance",5.9,1182.0,2018-07-11,Cohen,200000.0,3100000
18223,tt6333056,City of Ghosts,92.0,"Documentary,War",7.4,2925.0,2017-07-14,IFC,128000.0,100000
18255,tt6343314,Creed II,130.0,"Drama,Sport",7.2,72503.0,2018-11-21,MGM,115700000.0,98300000
18258,tt6347308,A Quiet Place,80.0,Documentary,6.6,18.0,2018-04-06,Par.,188000000.0,152900000
18271,tt6359956,A Bad Moms Christmas,104.0,"Adventure,Comedy",5.5,33056.0,2017-11-01,STX,72100000.0,58400000
18311,tt6421110,Proud Mary,89.0,"Action,Crime,Drama",4.9,6805.0,2018-01-12,SGem,20900000.0,876000
18336,tt6461514,Duckweed,102.0,"Comedy,Drama,Fantasy",6.5,1010.0,2017-02-10,CL,472000.0,150600000
18342,tt6466464,The Monkey King 3,114.0,"Action,Adventure,Fantasy",5.5,973.0,2018-02-16,WGUSA,187000.0,114900000
18373,tt6499752,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978.0,2018-06-01,BH Tilt,12000000.0,2400000
18416,tt6573444,Human Flow,140.0,Documentary,6.9,1980.0,2017-10-13,Magn.,528000.0,1300000
18463,tt6663582,The Spy Who Dumped Me,117.0,"Action,Adventure,Comedy",6.0,47869.0,2018-08-03,LGF,33600000.0,41800000
18524,tt6769280,Time Freak,104.0,"Comedy,Drama,Romance",5.7,3455.0,2011-02-10,Grindstone,10000.0,256000
18535,tt6791096,I Feel Pretty,110.0,"Comedy,Romance",5.4,39936.0,2018-04-20,STX,48800000.0,45700000
18547,tt6802308,The 15:17 to Paris,94.0,"Biography,Drama,Thriller",5.2,21880.0,2018-02-09,WB,36300000.0,20800000
18569,tt6850820,Peppermint,101.0,"Action,Crime,Drama",6.5,35854.0,2018-09-07,STX,35400000.0,18400000
18586,tt6878882,Operation Red Sea,142.0,"Action,Drama,Thriller",6.7,4624.0,2018-02-23,WGUSA,1500000.0,577700000
18599,tt6911608,Mamma Mia! Here We Go Again,114.0,"Comedy,Musical,Romance",6.7,60355.0,2018-07-20,Uni.,120600000.0,274400000
18604,tt6921996,Johnny English Strikes Again,89.0,"Action,Adventure,Comedy",6.2,46932.0,2018-10-26,Uni.,4400000.0,154500000
18625,tt6966692,Green Book,130.0,"Biography,Comedy,Drama",8.3,204972.0,2018-11-16,Uni.,85100000.0,234700000
18649,tt7008872,Boy Erased,115.0,"Biography,Drama",7.0,18768.0,2018-11-02,Focus,6800000.0,5000000
18659,tt7040874,A Simple Favor,117.0,"Comedy,Crime,Drama",6.9,83338.0,2018-09-14,LGF,53500000.0,44100000
18673,tt7074886,The Front Runner,113.0,"Biography,Drama,History",6.2,6372.0,2018-11-06,Sony,2000000.0,1200000
18694,tt7125860,If Beale Street Could Talk,119.0,"Drama,Romance",7.2,25512.0,2018-12-14,Annapurna,14900000.0,5700000
18701,tt7137380,Destroyer,121.0,"Action,Crime,Drama",6.2,13683.0,2018-12-25,Annapurna,1500000.0,4000000
18711,tt7153766,Unsane,98.0,"Drama,Horror,Mystery",6.4,32049.0,2018-03-23,BST,7700000.0,6600000
18776,tt7242142,Blindspotting,95.0,"Comedy,Crime,Drama",7.4,17165.0,2018-07-20,LG/S,4300000.0,530000
18824,tt7334528,Uncle Drew,103.0,"Comedy,Sport",5.7,9739.0,2018-06-29,LG/S,42500000.0,4200000
18832,tt7349662,BlacKkKlansman,135.0,"Biography,Crime,Drama",7.5,149005.0,2018-07-30,Focus,49300000.0,44000000
18844,tt7388562,"Paul, Apostle of Christ",108.0,"Adventure,Biography,Drama",6.7,5662.0,2018-03-28,Affirm,17600000.0,5500000
18849,tt7401588,Instant Family,118.0,"Comedy,Drama",7.4,46728.0,2018-11-16,Par.,67400000.0,53200000
18961,tt7668870,Searching,102.0,"Drama,Mystery,Thriller",7.7,97991.0,2013-11-12,SGem,26000000.0,49400000
19009,tt7784604,Hereditary,127.0,"Drama,Horror,Mystery",7.3,151571.0,2018-06-08,A24,44100000.0,35300000
19084,tt8097306,Nobody's Fool,110.0,"Comedy,Drama,Romance",4.6,3618.0,2018-11-02,Par.,31700000.0,1800000
19157,tt8404272,How Long Will I Love U,101.0,Romance,6.5,607.0,2018-05-17,WGUSA,747000.0,82100000
