,tconst,title,runtime_minutes,genres,averagerating,numvotes,release_date,studio,domestic_gross,foreign_gross
4692,tt1663143,Fun Size,86.0,"Adventure,Comedy",5.4,12926.0,2012-10-26,Par.,9400000.0,2000000
4697,tt1663202,The Revenant,156.0,"Action,Adventure,Biography",8.0,621193.0,2015-12-25,Fox,183600000.0,349300000
4705,tt1663321,Chicken with Plums,93.0,"Comedy,Drama",7.0,8310.0,2012-08-31,SPC,254000.0,1200000
4713,tt1663662,Pacific Rim,131.0,"Action,Adventure,Sci-Fi",6.9,443667.0,2013-07-12,WB,101800000.0,309200000
4725,tt1664775,Pixels,100.0,"Action,Comedy",4.6,54.0,2010-04-01,Sony,78700000.0,166100000
4732,tt1664894,Cave of Forgotten Dreams,90.0,"Documentary,History",7.4,14008.0,2010-11-03,IFC,5300000.0,1200000
4737,tt1666186,Vampires Suck,82.0,Comedy,3.4,43984.0,2010-08-18,Fox,36700000.0,43900000
4763,tt1667353,Mirror Mirror,106.0,"Adventure,Comedy,Drama",5.6,79510.0,2012-03-30,Rela.,64900000.0,118100000
4770,tt1667838,I Hate Luv Storys,129.0,"Comedy,Drama,Romance",5.7,6921.0,2010-06-30,UTV,848000.0,14900000
4771,tt1667889,Ice Age: Continental Drift,88.0,"Adventure,Animation,Comedy",6.6,175601.0,2012-07-13,Fox,161300000.0,715900000
4780,tt1668200,Sarah's Key,111.0,"Drama,War",7.5,15067.0,2011-07-22,Wein.,7700000.0,13400000
4797,tt1670345,Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,553156.0,2013-05-31,LG/S,117700000.0,234000000
4836,tt1673697,The Sapphires,103.0,"Biography,Comedy,Drama",7.0,12143.0,2013-03-22,Wein.,2500000.0,18000000
4861,tt1674771,Entourage,104.0,Comedy,6.6,71519.0,2015-06-03,WB,32400000.0,16900000
4871,tt1675192,Take Shelter,121.0,"Drama,Horror,Thriller",7.4,83200.0,2011-09-30,SPC,1700000.0,1400000
4898,tt1677720,Ready Player One,140.0,"Action,Adventure,Sci-Fi",7.5,301660.0,2018-03-29,WB,137700000.0,445200000
4902,tt1678051,Soldiers of Fortune,94.0,"Action,Thriller",4.3,6765.0,2012-08-03,RAtt.,38900.0,1500000
4910,tt1679335,Trolls,92.0,"Adventure,Animation,Comedy",6.5,63295.0,2016-11-04,Fox,153700000.0,193200000
4925,tt1680045,360,110.0,"Drama,Thriller",6.2,15096.0,2012-08-03,Magn.,100000.0,1600000
4934,tt1680136,Klown,93.0,Comedy,7.2,9372.0,2012-04-20,Drft.,68800.0,12400000
4940,tt1682180,Stoker,99.0,"Drama,Thriller",6.8,97393.0,2013-03-01,FoxS,1700000.0,10400000
4960,tt1683519,Wagner & Me,89.0,"Biography,Documentary,History",7.0,283.0,2012-11-02,FRun,37700.0,41000
4985,tt1686821,Vampire Academy,104.0,"Action,Comedy,Drama",5.5,49328.0,2014-02-07,Wein.,7800000.0,7600000
5014,tt1690953,Despicable Me 2,98.0,"Adventure,Animation,Comedy",7.4,344230.0,2013-07-03,Uni.,368100000.0,602700000
5020,tt1691323,Attenberg,97.0,Drama,6.2,5462.0,2012-03-09,Strand,24000.0,45900
5032,tt1691917,Planes,91.0,"Adventure,Animation,Comedy",5.7,39870.0,2013-08-09,BV,90300000.0,149000000
5068,tt1694020,The Guilt Trip,95.0,"Comedy,Drama",5.8,33702.0,2012-12-19,Par.,37100000.0,4700000
5089,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,"Comedy,Family",6.2,37325.0,2014-10-10,BV,67000000.0,34400000
5099,tt1699185,Free Men,99.0,"Drama,History,Romance",6.6,1226.0,2012-03-16,FM,53800.0,564000
5103,tt1699513,Beginning of the Great Revival,140.0,"Drama,History",2.5,5538.0,2011-01-01,CL,151000.0,58200000
5121,tt1700841,Sausage Party,89.0,"Adventure,Animation,Comedy",6.2,159111.0,2016-08-12,Sony,97700000.0,43000000
5130,tt1702014,The Way He Looks,96.0,"Drama,Romance",7.9,20160.0,2014-11-07,Strand,101000.0,1100000
5133,tt1702439,Safe Haven,115.0,"Drama,Romance,Thriller",6.7,97055.0,2013-02-14,Rela.,71300000.0,26200000
5135,tt1702443,Justin Bieber: Never Say Never,105.0,"Documentary,Music",1.6,74978.0,2011-02-11,Par.,73000000.0,26000000
5143,tt1703957,Genius,104.0,"Biography,Drama",6.6,15611.0,2016-06-10,RAtt.,1400000.0,4300000
5170,tt1706620,Snowpiercer,126.0,"Action,Drama,Sci-Fi",7.1,239264.0,2014-06-27,RTWC,4600000.0,82200000
5194,tt1710396,Joyful Noise,118.0,"Comedy,Drama,Music",5.8,7575.0,2012-01-13,WB,30900000.0,226000
5207,tt1711525,Office Christmas Party,105.0,Comedy,5.8,59253.0,2016-12-09,Par.,54800000.0,59700000
5208,tt1712159,11-11-11,90.0,"Horror,Mystery,Thriller",4.0,11712.0,2011-11-11,Rocket,32800.0,5700000
5209,tt1712170,Alex Cross,101.0,"Action,Crime,Mystery",5.1,30951.0,2012-10-18,LG/S,25900000.0,8700000
5212,tt1712261,Triple 9,115.0,"Crime,Thriller",6.3,60369.0,2016-02-26,ORF,12600000.0,10500000
5219,tt1714203,Piranha 3DD,83.0,"Comedy,Horror",3.7,37088.0,2012-06-01,W/Dim.,377000.0,8100000
5263,tt1716772,The Inbetweeners Movie,97.0,Comedy,6.8,73217.0,2011-08-20,WHE,36000.0,88000000
5276,tt1718835,My Worst Nightmare,103.0,"Comedy,Drama,Romance",6.0,2530.0,2011-11-11,Strand,22000.0,7100000
5282,tt1719071,Another Happy Day,119.0,"Comedy,Drama",6.0,3793.0,2011-11-18,P4,8500.0,347000
5295,tt1720616,Friends with Kids,107.0,"Comedy,Drama,Romance",6.1,39339.0,2012-03-09,RAtt.,7300000.0,5800000
5312,tt1723121,We're the Millers,110.0,"Comedy,Crime",7.0,371759.0,2013-08-07,WB (NL),150400000.0,119600000
5322,tt1723811,Shame,101.0,Drama,7.2,171353.0,2011-12-02,FoxS,3900000.0,13800000
5346,tt1726669,Killer Joe,102.0,"Crime,Drama,Thriller",6.7,67842.0,2012-07-27,LD,2000000.0,1700000
5386,tt1727776,Scouts Guide to the Zombie Apocalypse,93.0,"Action,Comedy,Horror",6.3,40479.0,2015-10-30,Par.,3700000.0,12400000
5391,tt1727824,Bohemian Rhapsody,134.0,"Biography,Drama,Music",8.0,345466.0,2018-11-02,Fox,216400000.0,687200000
5426,tt1728986,Bol Bachchan,155.0,"Action,Comedy,Drama",5.5,7359.0,2012-07-06,FIP,1200000.0,27600000
5453,tt1730768,The Zookeeper's Wife,127.0,"Biography,Drama,History",7.0,32056.0,2017-03-31,Focus,17600000.0,8600000
5454,tt1731141,Ender's Game,114.0,"Action,Adventure,Fantasy",6.6,211722.0,2013-11-01,LG/S,61700000.0,63800000
5516,tt1735898,Snow White and the Huntsman,127.0,"Action,Adventure,Drama",6.1,258938.0,2012-06-01,Uni.,155300000.0,241300000
5588,tt1742044,Jersey Boys,134.0,"Biography,Drama,Music",6.8,30410.0,2014-06-20,WB,47000000.0,20600000
5597,tt1742650,I Don't Know How She Does It,89.0,"Comedy,Romance",4.9,18552.0,2011-09-16,Wein.,9700000.0,20900000
5649,tt1748122,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama",7.8,291750.0,2012-05-25,Focus,45500000.0,22800000
5660,tt1753383,A Dog's Purpose,100.0,"Adventure,Comedy,Drama",7.1,53805.0,2017-01-27,Uni.,64500000.0,140500000
5730,tt1754795,You Will Be My Son,102.0,"Drama,Thriller",6.9,963.0,2013-08-16,Cohen,285000.0,3600000
5768,tt1758595,Diana,113.0,"Biography,Drama,Romance",5.5,17608.0,2012-07-07,EOne,335000.0,21400000
5775,tt1758692,Like Crazy,86.0,"Drama,Romance",6.7,55841.0,2011-10-28,ParV,3400000.0,336000
5780,tt1758810,The Snowman,119.0,"Crime,Drama,Mystery",5.1,47890.0,2017-10-20,Uni.,6700000.0,36400000
5781,tt1758830,This Is 40,134.0,"Comedy,Romance",6.2,118862.0,2012-12-21,Uni.,67500000.0,20500000
5807,tt2132324,White Elephant,105.0,Drama,6.5,4389.0,2013-03-29,Strand,8900.0,4400000
5809,tt1764183,Arbitrage,107.0,"Drama,Thriller",6.6,46774.0,2012-09-14,RAtt.,7900000.0,27600000
5811,tt1764234,Killing Them Softly,97.0,"Crime,Thriller",6.2,124086.0,2012-11-30,Wein.,15000000.0,22900000
5822,tt1764651,The Expendables 2,103.0,"Action,Adventure,Thriller",6.6,277584.0,2012-08-17,LGF,85000000.0,229900000
5838,tt1767382,Silent House,86.0,"Drama,Horror,Mystery",5.3,20831.0,2011-01-21,ORF,12800000.0,347000
5849,tt1770734,Shadow Dancer,101.0,"Drama,Thriller",6.2,11465.0,2013-05-31,Magn.,101000.0,319000
5854,tt1772240,Apollo 18,86.0,"Horror,Mystery,Sci-Fi",5.2,51427.0,2011-09-02,W/Dim.,17700000.0,7900000
5859,tt1772288,Danny Collins,106.0,"Biography,Comedy,Drama",7.0,27435.0,2015-03-20,BST,5600000.0,5200000
5862,tt1772317,Nerve,83.0,"Comedy,Drama",6.8,88.0,2011-12-07,LGF,38600000.0,46700000
5874,tt1772341,Wreck-It Ralph,101.0,"Adventure,Animation,Comedy",7.7,344496.0,2012-11-02,BV,189400000.0,281800000
5958,tt1778304,Paranormal Activity 3,83.0,"Horror,Mystery,Thriller",5.8,85689.0,2011-10-21,Par.,104000000.0,103000000
5996,tt1781922,No Escape,103.0,"Action,Thriller",6.8,70222.0,2015-08-26,Wein.,27300000.0,27100000
6027,tt1785670,Widows,100.0,"Comedy,Drama",6.3,484.0,2018-11-16,Fox,42400000.0,33600000
6069,tt1788391,Kill List,95.0,"Crime,Drama,Horror",6.4,32807.0,2012-01-04,IFC,29100.0,143000
6078,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"Action,Adventure,Fantasy",6.6,228592.0,2017-05-26,BV,172600000.0,622300000
6080,tt1790864,The Maze Runner,113.0,"Action,Mystery,Sci-Fi",6.8,387038.0,2014-09-19,Fox,102400000.0,245900000
6083,tt1790885,Zero Dark Thirty,157.0,"Drama,Thriller",7.4,251072.0,2012-12-19,Sony,95700000.0,37100000
6084,tt1790886,The Campaign,85.0,Comedy,6.1,118678.0,2012-08-10,WB,86900000.0,18000000
6087,tt1791528,Inherent Vice,148.0,"Comedy,Crime,Drama",6.7,83346.0,2015-01-09,WB,8100000.0,6600000
6093,tt1791682,While We're Young,97.0,"Comedy,Drama,Mystery",6.3,41327.0,2015-04-17,A24,7600000.0,9700000
6129,tt1798188,From Up on Poppy Hill,91.0,"Animation,Drama,Family",7.5,26531.0,2012-11-16,GK,1000000.0,60000000
6137,tt1798684,Southpaw,124.0,"Drama,Sport",7.4,199783.0,2015-07-24,Wein.,52400000.0,39500000
6149,tt1800241,American Hustle,138.0,"Crime,Drama",7.2,418221.0,2013-12-12,Sony,150100000.0,101100000
6152,tt1800246,That Awkward Moment,94.0,"Comedy,Romance",6.2,92148.0,2014-01-31,Focus,26100000.0,14400000
6154,tt1800302,Gold,120.0,"Adventure,Drama,Thriller",6.7,50509.0,2014-02-20,Wein.,7200000.0,7700000
6176,tt1800741,Step Up Revolution,99.0,"Drama,Music,Romance",6.5,51295.0,2012-07-27,LG/S,35100000.0,105400000
6191,tt1802197,The Lady,132.0,"Biography,Drama,History",7.1,9726.0,2012-04-10,Cohen,355000.0,3400000
6195,tt1805297,The Women on the 6th Floor,102.0,Comedy,7.1,9167.0,2010-12-20,Strand,720000.0,22500000
6196,tt1805319,Mama,50.0,Drama,4.5,6.0,2013-01-18,Uni.,71600000.0,74800000
6201,tt1805411,Son of God,80.0,Documentary,6.8,13.0,2014-02-28,Fox,59700000.0,8100000
6281,tt1815862,After Earth,100.0,"Action,Adventure,Drama",4.8,181687.0,2013-05-31,Sony,60500000.0,183300000
6289,tt1816518,Ernest & Celestine,80.0,"Adventure,Animation,Comedy",7.9,15992.0,2014-02-28,GK,262000.0,4800000
6315,tt1817273,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765.0,2013-03-27,Focus,21400000.0,14100000
6318,tt1817676,Girl in Progress,93.0,"Comedy,Drama",5.6,6199.0,2012-05-11,LGF,2600000.0,2000000
6336,tt1821549,Nebraska,115.0,"Adventure,Comedy,Drama",7.7,105304.0,2013-11-15,Par.,17700000.0,10000000
6341,tt1821641,The Congress,122.0,"Animation,Drama,Sci-Fi",6.5,15996.0,2014-07-24,Drft.,138000.0,318000
6344,tt1821658,The Nut Job,85.0,"Adventure,Animation,Comedy",5.7,24587.0,2014-01-17,ORF,64300000.0,56600000
6366,tt1823672,Chappie,120.0,"Action,Crime,Drama",6.8,213733.0,2015-03-06,Sony,31600000.0,70500000
6370,tt1825683,Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,516148.0,2011-01-18,BV,700100000.0,646900000
6388,tt1826727,Life of the Party,84.0,"Comedy,Drama",7.6,47.0,2018-05-11,WB (NL),53100000.0,12800000
6425,tt1828325,The Gambler,105.0,Drama,7.0,10.0,2014-12-25,Par.,33700000.0,5600000
6432,tt1828959,Make Your Move,110.0,"Drama,Musical,Romance",5.7,2922.0,2014-04-18,HTR,125000.0,1300000
6437,tt1828995,Delicacy,108.0,"Comedy,Drama,Romance",6.6,11886.0,2012-03-16,Cohen,499000.0,9200000
6463,tt1832382,A Separation,123.0,"Drama,Thriller",8.3,197684.0,2011-12-29,SPC,7100000.0,12800000
6474,tt1833673,Dhoom 3,172.0,"Action,Thriller",5.4,40466.0,2013-12-20,Yash,8000000.0,80000000
6481,tt1833881,Chloe,73.0,"Drama,Music,Romance",6.9,34.0,2010-03-26,SPC,3100000.0,8600000
6510,tt1837703,The Fifth Estate,128.0,"Biography,Drama,Thriller",6.2,36392.0,2013-10-18,BV,3300000.0,5300000
6511,tt1837709,Winter's Tale,118.0,"Drama,Fantasy,Mystery",6.2,49077.0,2014-02-13,WB,12600000.0,18500000
6521,tt1839492,Ruby Sparks,104.0,"Comedy,Drama,Fantasy",7.2,90963.0,2012-07-25,FoxS,2500000.0,6600000
6528,tt1840309,Divergent,139.0,"Action,Adventure,Mystery",6.7,399703.0,2014-03-21,LG/S,150900000.0,137900000
6532,tt1840417,The Words,102.0,"Drama,Mystery,Romance",7.1,70308.0,2012-09-07,CBS,11500000.0,1700000
6551,tt1843866,Captain America: The Winter Soldier,136.0,"Action,Adventure,Sci-Fi",7.8,666252.0,2014-04-04,BV,259800000.0,454500000
6602,tt1847746,The German Doctor,93.0,"Drama,History,Thriller",6.8,5799.0,2014-04-25,Gold.,418000.0,2600000
6623,tt1850397,The Loft,108.0,"Mystery,Romance,Thriller",6.3,46961.0,2015-01-30,ORF,6000000.0,4099999
6627,tt1850457,Sisters,118.0,Comedy,6.0,58994.0,2015-12-18,Uni.,87000000.0,18000000
6645,tt1853614,A Letter to Momo,120.0,"Adventure,Animation,Comedy",7.3,5741.0,2013-02-10,GK,71700.0,6700000
6648,tt1853728,Django Unchained,165.0,"Drama,Western",8.4,1211405.0,2012-12-25,Wein.,162800000.0,262600000
6658,tt1854564,Percy Jackson: Sea of Monsters,106.0,"Adventure,Family,Fantasy",5.8,102313.0,2013-08-07,Fox,68600000.0,131300000
6664,tt1855199,End of Watch,109.0,"Action,Crime,Drama",7.6,211308.0,2012-09-21,ORF,41000000.0,7100000
6668,tt1855325,Resident Evil: Retribution,95.0,"Action,Horror,Sci-Fi",5.4,125191.0,2012-09-14,SGem,42300000.0,197700000
6672,tt1856101,Blade Runner 2049,164.0,"Drama,Mystery,Sci-Fi",8.0,376241.0,2017-10-06,WB,92100000.0,167200000
6682,tt1857913,The Sorcerer and the White Snake,100.0,"Action,Fantasy,Romance",5.9,7691.0,2011-09-28,Magn.,18800.0,2100000
6711,tt1859650,To Rome with Love,112.0,"Comedy,Music,Romance",6.3,79381.0,2012-06-22,SPC,16700000.0,56600000
6712,tt1860152,17 Girls,86.0,Drama,6.0,2980.0,2011-10-10,Strand,15100.0,186000
6714,tt1860213,Dirty Grandpa,102.0,Comedy,5.9,101393.0,2016-01-22,LGF,35600000.0,58500000
6715,tt1860353,Turbo,96.0,"Adventure,Animation,Comedy",6.4,74639.0,2013-07-19,Fox,83000000.0,199500000
6717,tt1860357,Deepwater Horizon,107.0,"Action,Drama,History",7.1,133303.0,2016-09-30,LG/S,61400000.0,60400000
6772,tt1866249,The Sessions,95.0,"Biography,Comedy,Drama",7.2,39731.0,2012-10-18,FoxS,6000000.0,3100000
6803,tt1869716,The East,116.0,"Adventure,Drama,Thriller",6.8,46804.0,2013-05-31,FoxS,2300000.0,99700
6824,tt1872181,The Amazing Spider-Man 2,142.0,"Action,Adventure,Sci-Fi",6.6,388363.0,2014-05-02,Sony,202900000.0,506100000
6825,tt1872194,The Judge,141.0,"Crime,Drama",7.4,162952.0,2014-10-10,WB,47100000.0,37300000
6860,tt1877832,X-Men: Days of Future Past,132.0,"Action,Adventure,Sci-Fi",8.0,620079.0,2014-05-23,Fox,233900000.0,513900000
6867,tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama",7.3,87602.0,2016-11-18,STX,14400000.0,4400000
6919,tt1885448,The Warring States,126.0,"Drama,War",4.6,458.0,2011-04-22,CL,69000.0,11800000
6966,tt1895587,Spotlight,129.0,"Crime,Drama",8.1,365110.0,2015-11-06,ORF,45100000.0,53200000
6985,tt1904996,Parker,118.0,"Action,Crime,Thriller",6.2,105529.0,2013-01-25,FD,17600000.0,28600000
6987,tt1905041,Fast & Furious 6,130.0,"Action,Crime,Thriller",7.1,346747.0,2013-05-22,Uni.,238700000.0,550000000
6999,tt1907668,Flight,138.0,"Drama,Thriller",7.3,303009.0,2012-11-02,Par.,93800000.0,68000000
7013,tt1911553,Le Chef,84.0,"Comedy,Drama",6.7,15037.0,2014-06-20,Cohen,343000.0,5900000
7017,tt1911644,The Call,94.0,"Crime,Drama,Horror",6.7,103780.0,2013-03-14,TriS,51900000.0,16700000
7020,tt1911658,Penguins of Madagascar,92.0,"Adventure,Animation,Comedy",6.7,72551.0,2014-11-26,Fox,83400000.0,289700000
7030,tt1915581,Magic Mike,110.0,"Comedy,Drama",6.1,123955.0,2012-06-29,WB,113700000.0,53500000
7055,tt1920849,Bachelorette,87.0,"Comedy,Romance",5.3,43131.0,2012-09-06,RTWC,448000.0,11500000
7067,tt1921064,Pompeii,105.0,"Action,Adventure,Drama",5.5,100467.0,2014-02-21,TriS,23200000.0,94600000
7083,tt1922777,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345.0,2011-05-03,LG/S,48100000.0,29600000
7090,tt1924394,The Angels' Share,101.0,"Comedy,Crime,Drama",7.0,21686.0,2012-06-27,IFC,347000.0,6700000
7092,tt1924435,Let's Be Cops,104.0,"Comedy,Crime",6.4,121633.0,2014-08-13,Fox,82400000.0,55800000
7097,tt1925518,The Protector 2,104.0,Action,5.3,6142.0,2014-05-02,Magn.,2500.0,3300000
7141,tt1931435,The Big Wedding,89.0,"Comedy,Drama,Romance",5.6,44221.0,2013-04-25,LGF,21800000.0,24700000
7144,tt1931470,Declaration of War,100.0,Drama,7.0,4743.0,2012-06-05,IFC,59100.0,5800000
7145,tt1931533,Seven Psychopaths,110.0,"Comedy,Crime",7.2,223493.0,2012-10-12,CBS,15000000.0,4400000
7149,tt1931569,The Greatest Miracle,70.0,"Animation,Drama",4.5,265.0,2011-10-14,KKM,555000.0,2500000
7172,tt1935179,Mud,130.0,Drama,7.4,156786.0,2013-05-10,RAtt.,21600000.0,11000000
7179,tt1935859,Miss Peregrine's Home for Peculiar Children,127.0,"Adventure,Drama,Fantasy",6.7,140619.0,2016-09-30,Fox,87200000.0,209200000
7181,tt1935897,Amityville: The Awakening,85.0,"Horror,Thriller",4.9,10930.0,2017-11-14,W/Dim.,700.0,7700000
7187,tt1937118,Chinese Puzzle,117.0,"Comedy,Drama,Romance",7.0,12335.0,2014-05-16,Cohen,339000.0,7100000
7188,tt1937133,On the Other Side of the Tracks,96.0,"Action,Comedy,Crime",5.8,4370.0,2014-04-11,Wein.,9600.0,25100000
7228,tt1943765,Morgan,89.0,"Drama,Romance",6.8,1232.0,2012-01-07,Fox,3900000.0,4900000
7234,tt1945037,Begin Again,68.0,"Drama,Family",7.0,57.0,2014-07-11,Wein.,16200000.0,47300000
7267,tt1951181,The Immigrant,120.0,"Drama,Romance",6.6,26618.0,2013-10-06,Wein.,2000000.0,3800000
7272,tt1951261,The Hangover Part III,100.0,"Adventure,Comedy,Crime",5.8,270695.0,2013-05-23,WB,112200000.0,249800000
7273,tt1951264,The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,575455.0,2013-11-22,LGF,424700000.0,440300000
7274,tt1951265,The Hunger Games: Mockingjay - Part 1,123.0,"Action,Adventure,Sci-Fi",6.6,379050.0,2014-11-21,LGF,337100000.0,418200000
7275,tt1951266,The Hunger Games: Mockingjay - Part 2,137.0,"Action,Adventure,Sci-Fi",6.6,252384.0,2015-11-18,LGF,281700000.0,371700000
7279,tt1954315,Borgman,113.0,"Drama,Horror,Mystery",6.8,14518.0,2014-05-09,Drft.,57500.0,952000
7290,tt1954701,A Coffee in Berlin,86.0,"Comedy,Drama",7.4,13713.0,2013-11-15,MBox,150000.0,2600000
7317,tt1956620,Sex Tape,94.0,"Comedy,Romance",5.1,100520.0,2014-07-18,Sony,38500000.0,87500000
7347,tt1959563,The Hitman's Bodyguard,118.0,"Action,Comedy,Thriller",6.9,161764.0,2017-08-18,LG/S,75500000.0,101100000
7350,tt1961175,American Assassin,112.0,"Action,Thriller",6.2,57793.0,2017-09-15,LGF,36200000.0,31000000
7355,tt1961562,The House,109.0,"Drama,Mystery,Thriller",4.6,50.0,2017-06-30,WB (NL),25600000.0,8600000
7361,tt1964418,Tomorrowland,130.0,"Action,Adventure,Family",6.4,161343.0,2015-05-22,BV,93400000.0,115700000
7365,tt1964624,In the House,105.0,"Drama,Mystery,Thriller",7.4,27285.0,2013-04-19,Cohen,390000.0,11500000
7376,tt1966359,Father Figures,113.0,"Adventure,Comedy,Drama",5.5,14373.0,2017-12-22,WB,17500000.0,8100000
7385,tt1966604,The Imposter,99.0,"Biography,Crime,Documentary",7.5,42193.0,2012-07-13,IM,898000.0,1100000
7386,tt1967545,Labor Day,111.0,"Drama,Romance",6.9,39242.0,2013-12-27,Par.,13400000.0,6900000
7390,tt1967669,Tag,91.0,Drama,4.6,158.0,2015-05-04,WB (NL),54700000.0,23400000
7413,tt1972571,A Most Wanted Man,122.0,"Crime,Drama,Thriller",6.8,67914.0,2014-07-25,RAtt.,17200000.0,19000000
7414,tt1972591,King Arthur: Legend of the Sword,126.0,"Action,Adventure,Drama",6.8,169054.0,2017-05-12,WB,39200000.0,109500000
7417,tt1972779,The Best of Me,118.0,"Drama,Romance",6.7,59750.0,2014-10-17,Rela.,26800000.0,9200000
7427,tt1974420,Rules Don't Apply,127.0,"Comedy,Drama,Romance",5.7,7794.0,2016-11-23,Fox,3700000.0,233000
7433,tt1976000,The Two Faces of January,96.0,"Romance,Thriller",6.2,27542.0,2014-08-08,Magn.,507000.0,13000000
7435,tt1976009,Victor Frankenstein,110.0,"Drama,Horror,Sci-Fi",6.0,47492.0,2015-11-10,Fox,5800000.0,28500000
7453,tt1978447,Policeman,105.0,Drama,6.2,766.0,2011-10-15,Crnth,11300.0,27000
7467,tt1979388,The Good Dinosaur,93.0,"Adventure,Animation,Comedy",6.7,91465.0,2015-11-25,BV,123100000.0,209100000
7489,tt1981115,Thor: The Dark World,112.0,"Action,Adventure,Fantasy",6.9,540996.0,2013-11-08,BV,206400000.0,438200000
7490,tt1981128,Geostorm,109.0,"Action,Sci-Fi,Thriller",5.3,78287.0,2017-10-20,WB,33700000.0,187900000
7494,tt1981677,Pitch Perfect,112.0,"Comedy,Music,Romance",7.2,256565.0,2012-09-28,Uni.,65000000.0,50300000
7516,tt1985949,The Angry Birds Movie,97.0,"Action,Animation,Comedy",6.3,69624.0,2016-05-20,Sony,107500000.0,244800000
7517,tt1985966,Cloudy with a Chance of Meatballs 2,95.0,"Adventure,Animation,Comedy",6.4,81010.0,2013-09-27,Sony,119800000.0,154500000
7582,tt1991245,Chernobyl Diaries,86.0,"Horror,Mystery,Thriller",5.0,60304.0,2012-05-25,WB,18100000.0,19000000
7604,tt1995390,Our Kind of Traitor,108.0,"Crime,Drama,Thriller",6.2,17511.0,2016-07-01,RAtt.,3200000.0,7600000
7622,tt1999890,Hell Fest,89.0,Horror,5.5,8662.0,2018-09-28,LGF,11100000.0,7100000
7625,tt2002718,Machete Kills,107.0,"Action,Crime,Sci-Fi",5.6,69968.0,2013-10-11,ORF,8000000.0,7000000
7632,tt2004420,Neighbors,97.0,Comedy,6.3,266020.0,2014-05-09,Uni.,150200000.0,120500000
7635,tt2005151,War Dogs,114.0,"Comedy,Crime,Drama",7.1,154029.0,2016-08-19,WB,43000000.0,43200000
7647,tt2006295,The 33,127.0,"Biography,Drama,History",6.9,32263.0,2015-11-09,WB,12200000.0,12700000
7659,tt2008006,A Simple Life,118.0,Drama,7.6,4824.0,2012-04-13,CL,192000.0,2600000
7677,tt2011183,Pastorela,88.0,"Comedy,Fantasy",6.2,843.0,2011-12-02,LGF,161000.0,2700000
7686,tt2013293,The Wind Rises,126.0,"Animation,Biography,Drama",7.8,60943.0,2014-02-21,BV,5200000.0,112700000
7697,tt2014392,Violeta Went to Heaven,110.0,"Biography,Drama,Music",7.3,1877.0,2013-03-29,KL,21500.0,1200000
7700,tt2015381,Guardians of the Galaxy,121.0,"Action,Adventure,Comedy",8.1,948394.0,2014-08-01,BV,333200000.0,440200000
7710,tt2017020,The Smurfs 2,105.0,"Adventure,Animation,Comedy",5.4,34229.0,2013-07-31,Sony,71000000.0,276500000
7711,tt2017038,All Is Lost,106.0,"Action,Adventure,Drama",6.9,70888.0,2013-10-18,RAtt.,6300000.0,7400000
7717,tt2023453,Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,19571.0,2012-08-03,Fox,49000000.0,28100000
7724,tt2024432,Identity Thief,111.0,"Adventure,Comedy,Crime",5.7,115624.0,2013-02-09,Uni.,134500000.0,39500000
7725,tt2024469,Non-Stop,106.0,"Action,Mystery,Thriller",7.0,234717.0,2013-11-29,Uni.,92200000.0,130600000
7730,tt2024544,12 Years a Slave,134.0,"Biography,Drama,History",8.1,577301.0,2013-10-30,FoxS,56700000.0,131100000
7736,tt2025690,The Finest Hours,117.0,"Action,Drama,History",6.8,55981.0,2016-01-29,BV,27600000.0,24500000
7739,tt2027140,Mood Indigo,131.0,"Comedy,Drama,Fantasy",6.5,14176.0,2013-10-10,Drft.,303000.0,9500000
7759,tt2034800,The Great Wall,103.0,"Action,Adventure,Fantasy",6.0,111602.0,2017-02-17,Uni.,45500000.0,289400000
7823,tt2042568,Inside Llewyn Davis,104.0,"Drama,Music",7.5,123759.0,2013-12-06,CBS,13200000.0,19700000
7880,tt2053425,Rust and Bone,120.0,"Drama,Romance",7.5,58887.0,2012-11-23,SPC,2100000.0,23700000
7893,tt2056771,A Bigger Splash,125.0,"Drama,Thriller",6.4,23311.0,2015-12-20,FoxS,2000000.0,5500000
7900,tt2058107,The Railway Man,116.0,"Biography,Drama,Romance",7.1,34586.0,2014-04-11,Wein.,4400000.0,17900000
7923,tt2062622,Postman Pat: The Movie,88.0,"Animation,Comedy,Family",4.6,1461.0,2014-05-23,Shout!,1500.0,1300000
7978,tt2070776,Populaire,111.0,"Comedy,Romance,Sport",6.9,10746.0,2013-09-06,Wein.,179000.0,5300000
8002,tt2072233,Sleepless,95.0,"Action,Crime,Thriller",5.6,25827.0,2017-01-13,ORF,20800000.0,12100000
